Brand,Product_Description,Screen_Size,RAM,Processor,GPU,GPU_Type,Resolution,Condition,Price
1,79,14.0,3,18,5,0,0,0,299.99
0,72,16.0,0,14,0,0,10,3,549.99
0,78,13.3,0,29,5,0,0,4,389.99
1,76,15.0,0,14,80,2,0,1,658.99
0,75,14.0,2,2,2,1,0,0,169.99
0,78,16.0,0,14,50,0,5,0,652.99
9,77,14.0,0,7,0,1,11,4,869.99
0,79,14.0,0,18,2,0,1,0,389.99
1,69,14.0,0,66,81,0,4,1,168.99
1,74,14.0,0,14,50,0,5,0,638.99
1,79,14.0,0,16,0,0,0,4,499.99
1,80,17.3,3,7,82,2,5,0,899.99
0,79,14.0,1,89,3,3,36,0,499.99
2,80,17.3,2,90,5,0,0,3,320.99
0,80,16.0,2,12,0,0,5,3,422.1
1,80,15.6,0,16,0,1,0,4,509.99
2,40,17.3,2,23,5,0,1,3,456.0
0,78,16.0,2,12,0,0,5,3,386.1
0,71,15.6,3,29,83,2,0,3,899.0
0,77,13.3,2,2,2,1,0,4,189.99
3,80,15.6,0,7,69,2,0,3,974.99
11,80,15.6,0,7,0,0,0,3,849.99
1,78,15.6,0,1,84,0,0,1,329.0
7,79,15.6,3,29,85,2,16,1,749.95
0,80,14.0,0,4,0,0,0,3,429.99
1,80,13.4,0,16,0,1,21,1,559.99
3,80,16.0,0,7,77,0,10,3,975.0
5,68,13.5,0,6,0,0,3,3,599.89
0,80,15.6,3,16,86,2,0,3,899.0
1,67,13.0,0,6,87,0,24,4,694.95
1,70,15.6,2,18,2,1,0,1,219.99
5,75,15.0,3,14,0,1,35,1,799.99
3,75,14.0,0,4,0,0,0,3,549.99
3,80,15.6,0,16,3,0,1,4,979.77
3,37,14.0,2,25,5,0,0,3,456.49
1,78,13.3,0,14,0,0,10,4,49.99
2,74,17.3,2,6,5,0,0,3,387.0
1,79,15.6,2,2,5,0,1,0,215.26
3,77,17.3,3,16,0,0,16,0,659.45
3,79,15.6,0,16,0,0,0,3,850.0
0,80,15.6,0,41,88,2,0,3,799.0
0,78,16.0,2,12,0,0,5,3,376.29
0,75,15.6,0,69,89,2,26,0,341.1
1,66,14.0,0,2,4,1,31,0,199.0
1,76,14.0,0,39,3,0,22,0,239.99
0,78,13.3,2,29,5,0,0,0,329.99
0,77,15.6,2,4,0,1,0,4,295.79
5,65,14.4,0,91,0,0,1,3,729.99
1,51,14.0,0,4,0,0,0,3,377.97
0,75,14.0,0,92,50,0,11,1,767.99
3,68,15.6,0,11,4,0,4,0,239.99
1,79,15.6,0,39,90,2,0,1,191.99
1,71,15.6,2,2,91,0,0,1,181.99
0,80,13.9,0,18,2,0,16,0,399.99
0,56,14.0,0,14,0,0,0,4,544.95
2,74,13.3,2,4,0,0,0,3,699.88
0,80,14.0,2,4,0,0,0,3,359.99
0,78,14.0,2,23,5,0,0,0,251.95
0,80,14.0,0,16,92,2,0,3,509.99
0,77,14.603122508636531,2,23,5,0,0,0,233.95
0,79,14.0,0,14,0,1,5,4,789.99
3,76,15.6,2,4,0,0,0,3,319.0
9,72,13.3,2,2,4,2,0,3,349.0
3,80,15.6,2,75,93,0,4,0,271.69
0,78,14.0,0,16,0,0,5,3,750.49
0,76,14.0,2,18,2,0,0,0,289.99
1,77,13.3,3,16,0,0,0,4,99.99
5,79,13.5,0,23,3,1,1,3,469.99
1,77,14.0,0,16,0,0,16,4,499.99
0,70,14.0,0,14,0,0,10,0,679.99
1,76,15.6,3,7,58,2,5,4,799.99
1,80,12.5,1,18,2,0,0,0,399.99
1,79,15.6,0,1,4,0,0,0,364.0
1,79,15.6,0,10,6,0,0,0,299.99
0,61,15.6,5,93,56,1,0,3,250.0
1,78,15.6,3,14,47,2,5,4,599.99
3,77,16.0,0,16,0,1,9,0,649.99
1,80,14.0,0,18,2,0,0,0,327.0
7,67,14.0,0,7,94,2,5,0,974.95
1,75,14.0,2,2,6,0,0,0,188.95
1,80,14.0,0,7,0,0,1,3,749.99
1,74,15.6,1,1,4,0,0,0,319.99
1,77,15.6,5,10,6,0,1,1,229.99
13,79,14.603122508636531,1,9,3,1,1,0,499.99
0,76,15.6,2,18,2,0,0,4,319.99
3,80,15.6,2,2,3,0,4,3,179.99
0,80,14.0,0,18,2,0,22,4,569.99
3,76,15.0,0,83,95,2,0,1,299.0
1,78,15.6,0,39,96,0,16,1,289.0
1,80,13.4,0,14,0,0,5,4,719.99
3,80,15.6,0,69,97,0,4,0,353.43
1,78,13.3,0,18,2,0,16,4,300.89
3,79,15.0,0,94,98,2,0,0,719.99
0,78,14.0,3,16,0,0,21,1,724.95
0,73,11.6,5,35,15,0,4,4,169.5
1,77,14.0,2,23,5,0,0,0,251.95
3,79,14.0,3,18,2,0,0,0,574.99
0,77,13.0,2,2,2,0,0,0,251.95
1,79,14.0,0,95,4,0,0,1,219.99
0,75,12.5,1,9,6,0,4,0,233.95
3,78,14.0,7,87,78,0,7,4,649.95
3,78,15.6,2,25,5,0,4,2,349.85
1,79,15.6,0,2,2,1,0,0,179.99
1,80,15.6,3,14,52,2,5,4,329.99
4,74,12.0,2,96,31,1,37,3,320.97
2,78,15.6,5,25,0,0,0,3,329.99
1,80,14.0,0,29,3,0,1,4,389.0
1,79,14.0,0,4,0,0,0,3,424.15
1,79,14.0,3,18,3,0,1,0,399.99
1,62,14.0,2,4,99,0,10,0,389.0
3,76,13.5,0,7,0,0,23,3,825.0
0,80,16.0,0,7,0,0,5,3,499.99
0,71,15.6,2,23,5,0,0,0,395.96
3,78,15.0,2,83,100,0,4,1,242.1
0,71,14.0,0,16,0,0,21,0,624.95
1,65,15.0,0,60,101,0,0,1,259.99
3,78,14.0,2,23,5,0,0,0,395.96
1,80,14.0,0,16,3,0,1,4,422.06
4,77,15.6,2,97,102,7,0,2,749.99
3,77,14.0,0,98,103,0,18,0,288.0
1,80,13.3,3,18,3,0,1,0,384.46
1,77,14.0,0,2,2,0,0,4,189.99
0,79,14.0,2,23,5,0,0,0,269.99
9,79,13.3,2,16,0,0,0,4,589.99
9,80,15.6,0,7,0,1,1,4,649.99
1,79,14.0,0,99,0,0,5,3,645.0
3,79,15.6,2,25,5,0,4,2,319.0
3,78,14.0,2,25,5,0,7,4,419.95
1,75,14.603122508636531,2,10,6,0,0,1,121.46
0,77,14.0,2,66,5,0,0,3,329.99
0,78,15.6,0,4,9,2,0,3,599.0
1,80,14.0,0,10,3,0,1,0,449.95
0,80,16.0,2,12,0,0,5,3,510.0
0,79,15.6,2,33,5,0,0,2,326.75
0,79,15.6,2,10,1,0,0,0,242.1
14,79,14.1,0,4,0,0,0,3,200.0
0,73,13.3,5,66,5,0,0,3,255.03
0,80,13.3,2,4,0,0,0,0,292.46
1,80,14.0,0,23,3,0,1,0,279.0
3,80,17.3,0,69,104,2,0,1,332.1
3,80,15.6,0,18,2,0,0,3,399.0
0,67,14.0,2,25,5,0,5,3,320.0
0,80,15.6,2,4,0,0,0,3,319.99
1,80,14.0,0,18,3,0,1,0,329.99
0,78,14.0,0,100,5,0,22,0,459.0
0,80,11.6,5,101,105,0,4,3,99.0
1,78,13.3,0,102,3,8,1,3,699.0
0,79,14.0,2,2,5,0,4,0,243.46
3,75,16.0,0,14,0,2,9,3,849.53
1,79,13.3,3,16,0,0,0,3,539.0
1,70,14.0,0,23,81,0,0,1,325.99
0,77,15.6,0,29,5,0,0,1,389.99
1,71,14.0,3,16,106,2,0,4,99.99
1,80,14.0,0,7,0,0,1,3,809.99
3,77,15.6,0,16,107,2,0,3,774.99
3,43,15.6,1,103,3,1,1,3,489.0
3,80,14.0,2,23,5,0,0,0,386.96
0,78,14.0,3,11,3,0,0,0,379.99
0,75,14.0,0,16,0,0,5,0,599.99
0,80,15.6,1,28,3,1,1,3,475.0
1,80,14.0,0,12,0,2,10,3,790.0
3,78,13.5,0,12,33,0,23,1,519.55
1,70,13.3,2,2,2,0,0,0,233.95
0,80,15.0,3,60,26,2,0,1,589.99
1,78,14.0,0,98,108,2,0,0,249.99
1,77,12.3,2,2,91,1,23,1,162.99
5,78,13.5,2,23,66,0,1,3,510.0
11,71,17.0,0,16,0,0,10,3,703.0
0,79,14.0,5,82,3,0,0,3,225.0
4,80,14.0,0,56,12,2,0,3,729.88
1,79,14.0,2,29,5,0,0,0,332.96
1,45,15.6,3,11,109,2,0,3,300.0
1,77,14.0,0,16,0,0,0,3,529.99
1,60,14.0,2,23,5,0,0,0,249.0
4,73,14.0,2,33,5,0,0,3,399.95
3,80,14.0,0,6,0,0,0,3,594.99
1,76,13.3,0,4,0,0,5,1,349.0
3,71,15.6,2,33,3,0,1,3,353.4
4,78,15.6,0,4,11,1,1,3,724.99
1,80,14.0,2,2,3,0,1,0,196.46
1,72,13.3,2,29,110,0,0,0,289.0
6,77,15.6,0,29,26,2,0,3,839.0
1,76,13.3,0,29,5,0,0,1,419.99
1,80,12.5,0,39,1,0,0,0,229.99
1,79,14.0,0,4,5,0,0,3,694.99
1,79,14.0,0,2,4,0,0,3,314.99
3,73,16.1,0,12,20,2,0,3,799.99
7,80,15.6,0,14,11,1,0,4,789.99
1,78,15.6,0,2,2,0,0,3,214.0
1,78,11.6,0,1,32,0,0,1,414.99
0,80,14.0,2,4,0,0,0,2,349.99
0,76,14.0,0,4,0,0,0,3,379.86
0,78,14.0,2,104,0,0,0,2,424.99
1,77,14.0,3,105,50,0,5,1,827.99
3,70,13.0,2,2,2,0,1,3,575.0
3,80,14.0,0,14,0,0,5,3,659.95
0,80,14.0,0,1,4,0,0,0,320.0
0,79,14.0,0,4,0,0,5,3,645.04
0,80,14.0,0,14,0,1,21,4,879.99
3,76,15.6,3,14,0,1,0,4,584.99
2,79,14.0,2,25,0,0,28,2,288.99
1,79,13.0,0,106,50,0,5,1,553.99
0,80,12.5,2,10,5,0,4,2,244.31
0,80,15.6,0,14,3,2,1,2,759.99
0,78,14.0,3,10,6,0,1,4,299.99
2,75,15.6,0,14,0,0,0,3,669.99
1,78,15.6,0,18,2,0,4,4,224.39
1,77,15.6,3,107,3,2,1,4,399.99
3,76,14.0,5,47,23,0,4,3,229.0
0,76,14.0,0,14,0,1,5,2,899.0
2,76,15.6,0,108,111,2,26,1,870.99
1,75,13.3,2,19,6,0,38,1,229.0
1,80,15.6,2,2,2,0,0,0,247.45
2,78,13.4,0,30,15,0,5,2,899.99
1,76,15.6,2,54,5,0,28,2,389.0
0,77,14.0,0,72,112,0,0,3,439.95
13,70,14.0,0,68,3,1,1,3,383.1
11,78,17.0,0,7,0,0,10,3,649.0
1,67,15.6,0,16,0,0,0,4,449.0
0,80,14.0,2,6,0,0,0,2,445.0
0,75,14.1,2,75,113,0,18,1,269.0
1,77,14.0,0,2,2,0,0,3,400.0
0,74,14.0,2,2,4,0,4,0,269.1
1,67,13.4,0,16,3,0,39,3,800.0
7,68,14.0,2,0,0,0,0,3,475.15
9,74,15.6,2,4,0,0,0,3,559.99
3,79,14.0,0,7,0,0,0,2,729.0
2,79,15.6,2,25,3,2,0,2,549.0
0,74,14.1,2,38,97,0,4,0,170.1
2,55,14.0,0,33,81,0,4,0,228.99
0,79,14.0,2,2,4,0,0,4,349.99
3,79,15.6,0,7,46,2,32,4,999.95
3,68,16.0,0,14,0,0,9,3,849.0
0,53,15.6,5,66,114,0,4,3,259.98
5,71,13.0,2,1,32,0,40,1,191.99
0,79,16.0,0,7,0,0,5,3,579.0
3,80,14.1,2,33,5,0,0,2,319.0
3,78,15.6,0,28,3,0,1,2,629.99
1,79,14.0,0,4,3,0,1,0,440.86
0,80,14.0,3,11,3,0,0,4,399.99
0,79,13.4,2,23,5,0,0,0,359.96
0,80,14.0,0,109,15,2,0,3,499.99
3,77,14.0,0,23,5,0,0,3,389.99
0,78,15.6,3,18,115,2,16,4,649.45
1,79,15.6,2,2,2,1,4,0,149.99
1,74,15.6,3,14,24,2,0,3,999.0
1,62,14.0,0,14,0,0,0,4,500.0
13,53,13.3,2,74,3,1,1,3,344.97
1,80,14.0,2,25,0,0,5,4,199.99
1,77,12.5,0,2,3,0,1,4,229.99
1,69,14.0,0,14,81,0,0,1,479.99
2,79,14.0,2,33,5,0,4,3,299.96
18,79,14.0,0,6,43,0,0,2,541.99
2,76,17.3,2,6,5,0,0,3,369.99
7,80,15.6,3,14,3,1,0,2,999.99
0,79,14.0,0,12,0,0,5,4,819.99
1,80,12.5,2,2,2,0,4,2,289.0
1,76,14.0,2,11,4,0,0,0,242.1
1,77,13.4,0,16,0,1,21,4,609.99
4,77,14.603122508636531,1,51,3,1,1,3,329.88
1,80,12.5,0,10,1,0,4,0,169.99
1,78,15.6,0,2,5,0,4,4,449.99
5,80,13.5,0,14,0,1,3,4,779.99
5,78,12.4,2,4,0,0,41,2,469.99
0,71,14.0,0,16,0,0,5,1,599.95
1,79,15.6,3,14,116,2,5,4,449.99
1,78,14.0,3,2,2,0,1,4,299.99
3,76,15.6,0,7,0,1,0,4,529.99
9,76,13.3,0,7,0,1,0,0,719.99
3,75,14.0,2,6,0,0,0,0,449.95
1,80,14.0,0,6,3,0,1,4,694.99
0,74,13.0,0,16,0,0,42,3,700.0
2,79,15.6,2,25,3,2,0,2,549.0
1,77,13.3,0,18,2,1,0,0,239.99
1,65,13.3,1,110,3,5,36,0,399.99
1,75,15.6,0,2,5,0,0,0,448.0
2,78,15.6,2,66,117,0,0,3,337.49
2,80,15.6,2,25,5,0,0,3,412.49
0,80,14.0,0,23,3,0,1,0,369.99
3,70,14.0,2,2,2,0,0,0,215.95
1,77,13.3,3,16,0,0,0,4,299.99
13,80,15.6,0,2,2,0,1,0,279.99
1,78,15.6,3,111,3,1,7,4,447.99
3,73,14.0,0,16,3,1,0,3,849.95
0,80,14.0,0,16,50,0,0,1,469.99
1,80,14.0,0,2,3,0,1,0,234.06
1,31,13.3,2,4,0,0,0,3,383.49
1,80,14.603122508636531,2,38,6,0,4,1,161.95
7,78,15.6,0,14,77,2,0,2,949.99
5,80,12.4,2,4,0,0,8,4,385.0
3,80,17.3,2,64,3,0,0,2,399.0
0,78,14.0,2,23,5,0,0,0,269.95
3,79,14.0,0,16,0,0,0,3,499.99
0,80,14.0,2,84,74,2,18,1,205.0
0,79,14.0,2,4,0,0,0,3,471.75
1,79,13.4,3,17,0,1,6,3,979.99
1,78,13.4,0,14,0,1,5,4,881.27
1,62,15.6,2,112,6,1,4,1,169.0
1,77,15.6,0,10,118,2,0,0,274.99
0,77,14.5,2,10,119,0,0,1,135.99
5,76,12.0,2,69,6,0,15,3,345.0
1,77,15.6,0,2,5,0,0,0,419.99
0,77,14.0,2,10,6,0,0,0,242.95
0,79,14.0,3,11,3,0,0,0,399.99
1,65,13.0,0,16,0,0,23,3,699.0
4,80,17.3,2,6,3,2,0,3,650.0
0,80,15.6,0,36,83,2,0,1,639.99
1,75,14.0,0,29,5,0,0,0,379.99
3,78,13.3,2,2,2,0,0,0,328.46
1,75,14.0,2,23,5,0,0,0,269.95
1,76,15.6,0,2,2,0,0,0,251.95
0,71,13.3,0,2,91,0,0,1,195.99
0,80,14.0,3,16,0,0,0,3,599.99
1,77,15.6,7,14,120,2,0,1,699.0
13,79,13.3,2,2,2,0,1,1,159.99
5,78,13.0,0,4,0,0,24,2,839.0
2,76,14.5,2,12,0,0,11,3,569.99
0,47,14.0,0,29,99,2,0,3,631.49
1,79,15.6,0,10,49,1,0,0,229.0
0,77,14.0,5,113,113,0,18,0,242.1
3,53,15.6,2,33,5,0,0,2,449.99
1,79,14.0,0,16,121,0,0,3,499.99
1,77,13.3,2,39,6,0,0,0,239.0
4,66,15.6,0,14,122,2,0,0,749.95
1,77,14.0,0,16,0,0,5,4,549.99
3,80,15.6,3,4,0,0,0,2,514.99
1,80,13.0,0,14,0,1,24,4,919.99
0,77,15.3,2,18,2,0,0,3,424.15
1,70,15.6,9,4,5,0,0,3,399.99
0,77,14.603122508636531,2,38,3,0,1,1,139.99
0,69,14.0,2,19,123,0,4,3,89.0
1,78,13.3,1,114,3,1,1,4,628.33
1,80,13.3,0,18,3,0,1,0,337.46
3,80,15.6,2,6,0,0,1,2,558.95
4,57,17.3,0,16,0,0,0,3,470.0
3,80,13.5,0,14,0,0,23,3,774.99
1,80,14.0,3,2,2,0,0,4,269.99
3,79,15.6,2,4,0,0,0,2,403.26
0,79,15.6,2,23,5,0,0,3,305.99
2,76,15.6,0,115,111,2,0,1,671.99
1,76,17.3,0,29,110,2,0,0,529.0
4,78,14.603122508636531,2,23,3,1,0,3,377.64
3,80,15.6,0,116,0,1,0,2,599.99
1,80,17.3,0,48,3,2,18,2,999.0
1,78,16.0,2,6,5,0,5,3,489.0
5,78,13.5,0,29,124,0,3,1,378.99
3,80,16.1,2,4,9,2,0,4,589.25
3,77,14.0,0,16,0,1,0,4,439.99
5,80,12.4,2,4,0,0,41,3,449.0
19,75,14.0,2,2,125,0,15,2,269.99
3,76,17.3,3,16,0,1,16,4,699.99
3,80,15.6,0,14,0,0,0,2,699.0
1,68,14.0,2,2,2,0,0,3,396.37
0,80,15.6,2,14,3,2,1,2,751.06
1,65,14.0,1,117,3,5,36,0,299.99
0,80,13.3,0,62,15,0,5,3,728.5
1,51,12.3,2,2,2,0,0,3,299.49
3,75,15.6,0,14,0,0,0,3,513.0
1,63,14.0,3,16,0,0,0,4,424.95
0,79,14.0,0,16,0,0,5,3,679.0
0,75,15.6,0,12,9,2,0,3,650.0
0,74,14.0,0,14,0,0,5,1,849.95
11,78,16.0,0,12,0,0,10,2,859.99
3,78,15.6,2,23,126,2,0,2,514.41
0,75,14.0,0,16,5,0,1,0,704.06
5,80,14.4,3,16,12,2,12,3,469.99
3,80,12.5,2,38,6,0,18,1,199.0
1,69,15.6,2,33,3,0,0,2,299.0
0,77,15.6,2,118,127,2,18,1,189.0
5,80,13.5,2,23,3,0,43,1,379.99
1,66,13.4,0,119,31,1,0,2,874.94
7,74,15.6,0,4,9,2,0,3,559.99
1,79,14.0,3,14,0,1,10,4,789.99
5,77,13.5,2,14,50,0,35,1,572.99
1,70,13.4,3,14,0,0,5,4,759.99
0,78,14.0,2,18,2,0,0,4,399.99
2,78,14.0,0,73,41,1,11,3,874.0
0,80,14.0,2,23,5,0,0,3,299.99
3,62,14.0,2,33,5,0,4,2,298.95
1,80,16.0,1,120,3,3,44,2,899.99
2,80,13.3,2,16,0,0,0,2,680.0
3,80,14.0,1,0,0,0,0,2,559.0
1,80,14.0,3,16,0,1,0,0,429.99
0,80,14.603122508636531,5,38,6,0,4,0,161.95
3,80,15.6,2,14,0,0,0,2,699.99
3,72,14.0,2,2,4,0,0,0,219.99
1,78,14.0,5,2,81,0,45,1,148.99
3,78,17.3,1,7,0,0,0,2,199.0
3,76,15.6,2,121,5,1,4,3,299.99
0,62,16.0,0,12,0,0,5,2,525.0
0,80,15.6,2,25,5,0,0,3,304.99
3,80,15.6,2,122,43,1,0,3,299.98
1,76,14.603122508636531,0,84,6,0,1,1,230.0
0,67,14.0,0,23,5,0,0,3,400.0
0,80,13.3,0,4,128,1,1,3,485.0
0,71,14.0,0,16,0,0,5,0,589.99
1,75,14.0,0,16,0,0,0,0,399.99
1,73,14.0,0,60,14,0,0,4,289.99
11,78,17.0,0,16,0,0,10,3,703.0
0,77,15.6,2,118,127,2,18,1,152.1
1,71,15.0,2,84,129,0,4,1,180.0
1,80,14.0,3,14,0,2,10,3,290.0
9,78,15.6,0,16,0,1,0,0,549.99
1,80,13.4,2,16,0,0,29,0,539.99
9,75,15.6,2,4,0,0,0,3,599.99
1,79,16.0,0,7,0,0,5,3,975.0
0,80,14.0,5,33,5,0,0,2,314.99
1,76,14.0,7,16,0,0,0,4,249.99
1,76,14.0,0,2,4,1,0,0,249.0
1,76,15.6,7,7,58,2,5,4,999.99
5,78,13.5,0,4,0,0,3,3,695.0
2,64,15.6,2,4,9,2,0,3,599.99
1,78,14.0,0,60,14,0,1,0,319.99
1,80,14.0,7,29,5,0,1,0,579.99
1,79,13.3,0,4,0,0,0,1,379.0
3,79,14.0,0,23,5,0,0,3,471.75
1,80,15.6,0,7,77,2,0,3,979.99
1,76,15.6,0,4,0,0,0,0,299.0
0,80,14.0,3,16,0,0,5,4,839.99
2,79,15.6,5,34,130,0,4,3,179.99
3,65,15.6,2,5,5,1,0,2,308.88
1,80,13.3,0,18,3,0,0,0,328.06
1,77,12.3,2,2,91,1,23,1,153.99
3,77,14.0,0,33,5,0,0,2,429.0
1,79,15.6,3,60,25,2,1,0,619.0
3,72,14.0,2,16,131,2,0,0,377.99
0,79,16.0,2,6,0,0,10,2,589.99
3,78,14.0,2,1,4,0,0,1,287.95
1,53,14.0,0,14,6,0,0,3,400.0
5,79,13.5,0,14,0,1,3,0,719.99
1,80,15.6,7,7,0,0,0,2,880.0
0,76,14.0,2,4,50,0,0,0,323.96
20,74,15.6,5,123,132,0,1,3,260.0
9,71,15.6,0,7,0,1,0,4,769.99
0,77,13.3,0,14,0,0,10,4,699.99
3,78,14.0,2,12,0,0,0,2,589.0
9,80,13.3,2,4,0,0,0,2,560.0
1,78,14.603122508636531,1,9,3,1,1,3,550.0
1,75,13.3,0,16,0,1,0,0,499.99
0,80,15.0,2,18,133,2,16,1,425.99
1,75,14.0,0,14,50,0,0,1,499.99
3,72,14.0,7,7,0,0,0,2,699.0
0,77,14.0,2,124,113,0,18,0,242.1
1,71,14.0,0,23,3,1,0,3,449.99
1,77,12.3,2,125,5,0,0,3,445.0
1,78,14.0,7,11,4,0,0,4,239.95
3,69,17.3,1,2,3,1,1,2,428.88
3,78,15.6,0,33,5,0,4,2,409.99
1,73,14.0,3,16,106,2,0,4,999.99
5,75,12.3,2,2,91,0,40,1,195.99
0,78,14.0,5,35,15,0,4,2,169.99
1,69,14.603122508636531,2,126,134,0,46,1,140.0
0,68,15.6,2,25,5,0,0,3,499.88
1,63,14.0,0,4,0,0,0,0,300.0
13,35,0.0,0,29,3,0,1,2,299.99
0,78,13.5,0,16,0,0,15,3,666.0
0,77,14.0,0,16,0,1,5,1,549.99
3,75,15.6,0,127,135,2,0,1,269.1
9,79,15.6,0,128,0,1,28,2,949.95
0,78,15.6,2,2,2,0,1,0,314.96
21,77,14.1,2,6,5,0,0,3,339.99
11,54,14.0,0,6,0,0,5,3,510.0
0,80,14.0,2,28,136,2,0,2,390.99
3,80,13.5,0,6,0,0,5,3,724.99
1,79,15.6,0,16,12,0,5,3,899.99
5,80,13.5,2,85,0,0,1,3,480.0
3,79,14.0,2,4,3,1,1,2,484.99
1,74,14.0,0,18,5,0,0,1,229.0
3,77,12.5,2,38,6,0,18,1,185.0
3,78,16.1,0,7,11,2,0,3,816.66
3,73,15.6,2,4,0,0,0,2,469.99
3,29,15.6,0,4,5,0,1,2,365.0
1,79,15.6,0,18,115,2,0,0,395.96
0,79,13.3,0,29,5,1,0,0,399.99
1,79,15.6,0,29,137,2,0,1,666.99
7,80,15.6,0,6,20,2,0,3,729.99
0,74,14.0,0,14,0,0,5,1,849.95
3,73,15.6,7,12,0,0,0,2,510.0
1,73,14.0,5,129,3,0,4,2,229.95
0,77,15.6,0,14,138,2,5,1,829.99
3,58,13.3,2,2,2,0,0,3,385.97
1,73,14.0,2,23,5,0,4,2,399.99
0,74,15.6,2,113,113,0,47,0,242.1
3,74,17.3,0,7,0,0,0,2,949.95
3,79,15.6,2,130,5,0,0,2,315.0
0,75,15.6,2,6,0,0,0,2,781.79
22,61,15.6,0,2,2,0,4,1,199.99
1,78,15.6,2,6,3,0,1,2,449.0
1,75,14.0,3,131,6,0,0,0,649.99
1,79,14.0,0,16,0,1,0,4,459.99
0,73,16.0,0,132,31,1,5,2,650.0
0,79,15.6,2,133,0,0,0,3,376.99
3,79,14.603122508636531,0,16,3,2,1,4,998.0
2,77,14.5,2,134,0,1,11,2,619.99
3,80,17.3,0,7,0,0,0,2,899.99
13,80,13.3,2,2,2,0,0,0,180.49
1,76,14.0,2,2,6,0,0,0,251.95
0,76,14.0,2,10,4,0,0,1,242.95
1,79,14.0,1,10,3,1,1,0,199.99
0,79,14.603122508636531,5,38,6,0,4,0,224.95
0,76,14.0,2,11,6,0,0,0,283.45
3,75,15.6,5,34,19,0,4,2,399.49
0,80,14.0,2,2,2,0,0,0,169.99
1,77,12.3,2,2,3,0,1,0,279.0
1,80,14.0,0,7,0,0,1,3,839.99
3,78,15.0,2,75,129,0,4,1,242.1
13,79,14.0,0,39,1,0,1,0,249.99
3,78,14.0,0,14,0,0,5,4,799.95
0,72,14.0,0,135,66,0,0,3,428.0
0,75,14.0,0,84,74,2,18,1,220.0
2,79,15.6,2,33,3,1,0,3,374.99
1,74,15.6,2,2,2,0,0,0,269.95
0,77,14.603122508636531,3,11,3,0,0,4,349.99
1,67,14.0,0,7,0,0,0,3,599.99
2,80,15.6,2,20,5,0,0,2,357.0
2,78,14.0,2,6,0,0,11,2,535.0
9,79,13.3,2,23,2,0,16,2,700.0
1,71,13.3,0,2,2,0,0,0,247.45
5,76,15.0,0,16,50,0,35,1,457.99
1,79,13.0,0,4,0,0,23,3,489.0
2,79,15.6,2,25,3,2,0,2,549.0
1,79,15.6,2,6,5,0,0,3,472.22
1,74,14.0,0,14,0,0,0,0,469.0
0,77,14.0,0,67,15,0,5,2,959.64
1,80,15.6,3,36,25,2,1,0,549.0
0,78,14.0,0,2,2,0,0,0,323.96
0,80,14.603122508636531,2,2,63,2,0,0,269.95
1,79,14.0,0,14,0,0,10,4,999.99
1,79,14.0,3,29,3,0,1,0,445.99
1,79,15.6,3,7,58,2,5,4,499.99
5,80,13.5,2,2,139,0,1,2,270.0
1,73,14.0,0,33,81,0,0,1,268.99
0,80,15.6,2,33,5,0,0,3,289.0
9,76,15.6,0,16,0,0,0,2,800.0
3,66,17.3,2,6,3,0,1,4,569.0
1,77,14.0,0,2,2,0,0,0,242.95
1,78,15.6,7,29,140,2,0,4,99.99
3,79,15.6,2,25,5,0,0,3,300.0
3,77,15.6,2,4,0,0,0,2,429.95
1,77,14.0,3,18,2,0,0,4,319.99
1,80,14.0,5,2,141,0,1,2,299.0
1,78,15.6,3,4,3,0,1,2,516.06
0,80,14.0,2,2,63,2,0,0,292.46
2,78,14.0,2,136,0,1,0,2,349.0
0,49,15.6,5,137,3,1,1,3,228.0
1,79,15.6,0,6,3,0,1,2,499.0
1,73,13.3,3,16,0,0,0,3,0.0
0,77,15.6,3,16,92,2,16,3,938.59
1,76,15.6,3,23,142,2,0,0,599.99
1,80,15.6,0,36,25,2,1,0,499.0
1,76,13.0,2,23,81,0,5,1,373.99
1,79,17.3,3,138,143,1,22,0,785.99
1,80,15.6,2,4,0,0,0,1,289.99
1,80,15.6,0,7,3,0,0,2,889.99
0,79,14.0,2,139,144,1,0,2,349.99
1,67,16.0,0,14,40,2,5,3,459.99
1,80,13.3,2,4,0,0,0,3,499.99
3,76,15.6,2,10,6,0,4,0,233.95
5,77,13.0,3,14,50,0,3,0,815.99
3,66,13.5,3,14,0,0,23,3,849.0
3,80,14.0,0,23,81,0,0,1,281.99
1,79,15.6,7,14,116,2,5,4,699.99
2,76,15.6,0,18,145,0,0,3,950.0
3,80,14.0,1,140,146,2,48,2,339.0
0,78,14.0,2,25,5,0,5,3,349.99
20,77,14.1,0,6,147,0,0,2,589.0
5,69,15.0,2,14,0,0,35,2,842.98
2,79,14.0,9,33,5,0,0,3,219.99
0,77,14.0,0,7,0,2,5,3,190.0
3,71,14.0,2,2,2,0,0,0,224.95
1,80,15.6,0,29,148,2,0,1,499.0
9,80,14.0,0,7,0,0,11,4,849.99
3,80,14.0,0,16,0,0,0,2,499.0
2,68,17.3,2,6,5,0,0,3,400.0
0,45,14.0,2,23,5,0,0,3,288.97
0,78,14.0,2,141,0,0,0,2,598.95
2,79,14.0,1,126,3,1,1,3,399.99
1,78,14.0,0,16,0,0,0,4,879.99
